name,id,latitude,longitude
ARCO AM/PM,466,33.9950633,-118.0707585
ARCO AM/PM,467,34.13917731,-117.985974
SAVOY LIQUOR,468,34.05784556,-118.299956
SASOUN PRODUCE,469,34.09066653,-118.3010039
SAM'S LIQUOR,470,34.15888002,-118.3708045
ROCKY'S LIQUORS,471,34.1472038,-118.0686931
RUBI S MARKET,472,34.00203967,-118.2653179
SAM'S CHEVRON,473,34.03292076,-118.3504299
"SANTA MONICA GENERAL STORE, INC.",474,34.02523709,-118.4695729
ARCO MARINE,475,33.89461288,-118.3616989
ROSS STORES #465,476,33.99344547,-117.9314165
SANTA MONICA CHEVRON,477,34.02373304,-118.4856984
ARCO MINI MART,478,33.97077307,-118.3087865
SAMS CLUB #4767 (MEAT),479,34.60816091,-118.1476129
ARCO NATASHA OIL,480,33.95379507,-118.042781
SAN'S LIQUOR,481,33.96657602,-118.3180393
SALUD + VIDA,482,33.97472351,-118.2501492
SAND CANYON CHEVRON,483,34.42654538,-118.4233349
ROYALTY MARKET,484,33.98315799,-118.2694192
SAI FONG GINSENG AND HERBS,485,34.07942036,-118.0978751
SAM'S LIQUOR STORE,486,34.06244532,-118.0580853
SAVER LIQUOR,487,34.07627956,-118.29436
ROYAL HILLS PHARMACY,488,34.20261622,-118.6296259
SCV FOOD PANTRY,489,34.37649384,-118.5252505
SAM'S LIQUOR,490,34.00869511,-118.103132
RUBY'S LIQUOR,491,33.83502846,-118.3852217
SALGADOS PRODUCE,492,34.07081008,-118.1759636
S & L DRIED SEAFOOD,493,34.08079145,-118.0752021
SAWA MART,494,34.04527733,-118.3508315
SEAFOOD CITY MARKET - MEAT & SEAFOOD DEPT.,495,33.83189943,-118.2795656
SEE'S CANDIES,496,34.1285945,-117.829964
SCOTTY'S LIQUOR,497,33.91089308,-118.2164084
ROWLAND HEIGHTS LIQUOR,498,33.9757783,-117.9096568
SEAFOOD CITY SUPERMARKET,499,33.87464342,-118.071158
SANTOS JR 98  & UP,500,33.97061141,-118.1921262
SAINSBURY MARKET,501,34.04315113,-118.4683503
SCHWARTZ BAKERY,502,34.07633146,-118.3447676
SADDLEBACK MEAT DEPARTMENT,503,34.61662526,-117.825898
ROYAL MARKETPLACE - MEAT MARKET,504,34.20121833,-118.4118475
SARA'S NUTRITION CENTER,505,33.89588038,-118.21807
SAN CARLO ITALIAN IMPORTS,506,34.25538943,-118.5796413
SAN ANTONIO WINERY,507,34.06375028,-118.2238261
ROY'S LIQUOR,508,34.16820446,-118.29075
SEAFOOD CITY MARKET - RETAIL,509,33.83189943,-118.2795656
ROYAL OAKS LIQUOR,510,34.14581677,-118.0286591
S&S MARKET,511,33.95312176,-118.2417261
SEAFOOD MARKET,512,34.09113119,-118.2916958
SAKI'S LIQUOR,513,34.02546373,-118.3318041
RUBEN'S MEXICAN FOOD & DELI,514,33.91707576,-118.2179002
SAN PEDRO CHEVRON,515,33.75403722,-118.2924722
SANTA MONICA GROCERY & MEAT,516,34.09101056,-118.2900269
SAMAYA FRESH,517,33.91045916,-118.3306593
SAM'S COUNTRY MARKET,518,34.24722977,-118.3579991
SAM'S LIQUOR MARKET,519,33.99190961,-118.2250487
RUIZ MINI MARKET,520,33.99941987,-118.2650479
SECOYA MARKET,521,34.05391336,-117.7754961
SEDONA FARMS,522,34.04009069,-118.4641339
SAM'S CLUB #6617,523,33.87310056,-118.2986925
SAN JOSE MARKET,524,34.08607157,-118.2245508
SAROJ MALHI AM/PM ARCO,525,34.25731954,-118.502698
SAV-ON VARIETY STORE,526,34.07155323,-118.3093044
SAL'S LIQUOR,527,34.20768942,-118.3963336
SAIGON MARKET,528,33.8883713,-118.3527597
SALOS MINI MARKET,529,34.00683903,-118.2522644
SAKS FIFTH AVE./GOURMET SHOP,530,34.06672282,-118.4037203
S.K. LIQUOR,531,33.91279621,-118.3614734
SANTA MONICA HOMEOPATHIC RX,532,34.01695935,-118.4915303
S K LIQUOR MARKET,533,33.87779461,-118.3520521
ROY'S LIQUOR,534,33.98776387,-118.202316
ATLANTIC CHEVRON,535,33.92101393,-118.1879433
SAN ANTONIO SPIRIT SHOP,536,33.90578051,-118.0785774
SAWTELLE-76,537,34.0465261,-118.4488959
SAN JUAN MARKET,538,34.06571401,-118.2538503
MEAT DEPT,539,34.0315808,-117.9130515
S & M NUTRITION,540,33.9181877,-118.2098337
S MART,541,33.99900041,-118.2740123
SEAFOOD RANCH MARKET,542,33.8246504,-118.2754228
SAM'S MINI MARKET,543,34.25013423,-118.5891884
SATICOY LIQUOR,544,34.20858847,-118.3796513
SANDY'S LIQOUR,545,33.83134949,-118.2815869
SARA'S MINI MARKET,546,33.96279663,-118.1620337
SEAFOOD CITY SEAFOOD DEPT,547,34.23547345,-118.4842875
SAN MARCOS TORTILLERIA,548,34.04614117,-118.2163983
SAMMY'S MINI MARKET,549,33.99362088,-118.287267
ROYS MARKET,550,34.70395947,-118.1564823
SAM'S CLUB #4824FMR,551,34.41629377,-118.5030732
SEE'S CANDIES,552,34.06980561,-117.9277536
S D LIQUOR AND MARKET,553,33.92330379,-118.0279785
SEAFOOD CITY,554,34.14266526,-118.2243315
SAN ANDRES MARKET,555,34.04751527,-118.2770426
SC 99C MARKET,556,34.01917127,-118.2679953
SAN JUDAS MINI MARKET,557,33.93969153,-118.214213
SEA OCEAN SEAFOOD MARKET,558,34.08706011,-117.9441299
SAM'S CLUB #6626-MEAT DEPT,559,33.94899627,-118.162223
AVALON LIQUORS,560,33.34323033,-118.3251807
SANTA ANITA WINE & SPIRITS,561,34.15019965,-118.031445
SEASON'S PRODUCE,562,34.06263756,-118.0432051
ROSSO WINE SHOP,563,34.20181785,-118.2275687
SANGROKSOO FOOD INC.,564,34.05431671,-118.3215018
SAMHS SERVICE,565,34.05984537,-118.1727599
SAM'S MARKET,566,34.00892027,-118.2872621
SAN PEDRO STORE,567,33.97763826,-118.269406
SC FUELS,568,33.97910275,-118.119016
SAMMY'S LIQUOR L MARKET,569,34.02573601,-118.3269379
SEAFOOD CITY SUPERMARKET,570,33.87464342,-118.071158
S AND H LIQUOR,571,33.95985658,-118.3254927
ROSWOOD LIQUOR,572,34.22182467,-118.4332035
SANTANA MARKET,573,33.96898707,-118.2737384
ROYAL #5,574,34.03252269,-118.3009787
SAM'S NUTRITION CENTER,575,34.06273912,-118.1226629
SAN GABRIEL SERVICES STATION,576,34.10312405,-118.0913429
SAN ANDRES MARKET AND DELI,577,33.99227418,-118.265026
SAN MIGUEL MINI MARKET,578,34.2013613,-118.3727275
SANTA ROSA BASEBALL /SOFTBALL  LEAGUE,579,34.28548391,-118.4491402
AZUSA ARCO,580,34.07578203,-117.9073212
SAN PEDRO AM/PM,581,33.75363986,-118.2929438
SAMY 99 CENT'S STORE,582,33.97320572,-118.2566041
SALUD VIDA Y ESPERANZA,583,34.27837027,-118.4356079
AZUSA PACIFIC UNIVERSITY - PAWS N GO,584,34.12886059,-117.8874354
SATICOY MARKET,585,34.20837693,-118.4225368
AZUSA AUTO SPA,586,34.13349368,-117.9154091
S & S LIQUOR,587,33.88343059,-118.3530176
SAVE MART,588,34.1258372,-118.1865209
B & K MARKET,589,33.88889653,-118.1225668
SAN PEDRO MINI MART,590,34.00806508,-118.270123
ROSS STORES #323,591,34.02656839,-118.4282569
S & B MARKET LIQUOR,592,34.20813814,-118.5695525
B B B MARKET,593,33.96655389,-118.1480554
SALUD Y ALEGRIA,594,34.26494132,-118.4022851
SALT LAKE MARKET,595,33.9692095,-118.2006844
SEAFOOD CITY NORTH HILLS,596,34.23547345,-118.4842875
ROY'S MARKET AND WINES,597,34.27063775,-118.4271508
B&A MARKET,598,34.04268541,-118.2813014
SAUGUS DRUGS,599,34.44315346,-118.5115899
B&H LIQUOR,600,33.88799125,-118.1018938
ROYAL GOURMET DELI,601,34.09109114,-118.366648
RUKSA LIQUOR MART,602,34.04080741,-118.3250027
SAGARADO CORAZON MARKET,603,33.95395827,-118.2033712
SAMARITAN  MEDICAL TOWER PHARMACY,604,34.05268606,-118.264068
ROSS STORES 211,605,34.07368372,-117.8860774
ROWLAND HEIGHTS MOBIL,606,33.98756779,-117.8894148
SECOYA MARKET,607,34.05391336,-117.7754961
SAN GABRIEL SUPERSTORE/MEAT,608,34.07889756,-118.0920281
SAMIR'S GIFT AND GROCERY,609,34.20818308,-118.5748975
SAGRADO CORAZON-BOTANICA,610,34.04544282,-118.2050809
S&S PLAZA LIQUOR MARKET,611,34.49036431,-118.1625757
ROYALE GROCERY & DELI,612,34.10215704,-118.3105498
ROYAL LIQUOR MARKET,613,34.03229718,-118.3624309
ROY'S LIQUORS,614,34.1913271,-118.3247474
SANTA MONICA SHELL,615,34.04472785,-118.4533493
S AND S LIQUOR AND JR MARKET,616,34.09050435,-118.3554818
ROYAL LIQUOR,617,34.1725298,-118.361391
BACCHUS WINE MADE SIMPLE,618,33.88361771,-118.4098803
SANTA MONICA 99 CENTS AND UP,619,34.04490591,-118.4529585
SAM'S CLUB #6628-MEAT DEPT,620,33.80468344,-118.33159
SEE'S CANDIES,621,34.67486311,-118.1507
ROSS STORES #311,622,33.99802174,-118.4605649
RUTHIES GROCERY MARKET,623,33.9867185,-118.1797977
ROYAL LIQUORS,624,34.07643624,-118.2163891
SECO MINI MARKET,625,34.46074704,-118.5342761
S-MART- MEAT DEPT,626,33.83705036,-118.3294581
BAHIA FISH MARKET,627,33.98307572,-118.1862418
S & M NUTRITION,628,33.96344347,-118.1654324
ROYAL MARKET,629,34.2086192,-118.3973195
RUDY'S MEXICAN CANDY,630,34.0569401,-118.2384321
SALVYMEX DISTRIBUTORS,631,34.0348369,-118.2477614
SANDUNE LIQUOR,632,33.95997325,-118.447347
RUSSEL'S CONVENIENCE #702,633,34.05307185,-118.2529814
ROYAL LIQUOR,634,34.07577046,-118.2555511
S & A $1.00 STORE,635,33.9017812,-118.292794
SAN MIGUEL MEAT MARKET,636,34.01883078,-118.193582
SAN ISIDRO PRODUCE,637,34.05580458,-118.0169458
ROSS STORES #158,638,34.67386369,-118.1542498
ROSS STORES #376,639,34.10653148,-117.822696
SANTA FE 76 ENERGY,640,33.94694456,-118.0843275
SANTA BARBARA MINI MARKET,641,33.99718523,-118.2478091
SAM MUSHMELL,642,34.18475274,-118.3593381
SEAFOOD CITY,643,34.22033149,-118.4326885
SAMIS 8 MARKET & LIQUOR,644,33.90241063,-118.0287285
SALUD PARA TODOS,645,33.96707789,-118.1874636
SAN FERNANDO 76,646,34.2984048,-118.4201368
RTM LAKEWOOD INC,647,33.85802238,-118.1174848
S K DISCOUNT MARKET,648,34.07229628,-118.2918706
SAM'S CLUB #6626-ROTISSERIE,649,33.94899627,-118.162223
SAVON PETROLEUM,650,34.11827062,-117.9079915
SAVING LAND PRODUCE,651,34.68953603,-118.1545365
RUSSELLHS CONVENIENCE #712,652,34.05153095,-118.2562318
RUZANNA'S FLOWERS & DESIGN CHOCOLATE MKT,653,34.19380069,-118.4144522
ROYAL LIQUOR MARKET,654,33.96267538,-118.1476044
ROSS STORES #313,655,34.18265292,-118.3117341
SAVEMAX 99 CENTS STORE,656,33.91822039,-118.188813
SAPERSTEIN MIDDLE SCHOOL -MIDDLE MART,657,34.12921813,-118.479528
SAN'S LIQUOR & MARKET,658,34.1940476,-118.4755514
ROSS STORES #450,659,34.04629678,-118.4650519
SANTA FE OUTLETS,660,34.06247911,-117.733349
S & K LIQUOR,661,33.89362102,-118.3434138
SANTA MONICA FARMS JR,662,34.00698625,-118.4882311
ROY'S LIQUOR,663,34.17229783,-118.4045128
ROWAN FOOD MARKET,664,34.02941269,-118.1875315
SEE'S CANDIES,665,33.97898687,-118.4392785
SANTA FE SECONDS,666,33.77821331,-118.2624698
SANTOYO'S SNACK BAR,667,34.05586406,-118.2484091
ROSS STORES #486,668,34.59520594,-118.1475863
ROYAL MARKETPLACE,669,34.20121833,-118.4118475
S-MART- FISH DEPT,670,33.83705036,-118.3294581
SEE'S CANDIES,671,33.86126059,-118.0935757
SANTA FE MOTOR FUELS,672,33.94084872,-118.0468086
ROYAL DELI MARKET,673,34.04755654,-118.2534954
ROYAL LIQUOR & WINE,674,33.91732129,-117.9933176
SCV VITAMINS,675,34.39161251,-118.5738191
SAN DIMAS LIQUOR,676,34.10680294,-117.8356705
RUSH ST. LIQUOR,677,34.05216601,-118.0543919
SAY CHEESE,678,34.10812067,-118.2716226
SAMHAM ASSOCIATES,679,34.01603995,-118.1583565
SCARLETT DISCOUNT MINI STORE,680,34.04207504,-118.2061515
SAN BUENA MARKET,681,33.98196475,-118.3119927
SAM'S CLUB #6625,682,34.2935148,-118.4173758
SEAPORT LIQUOR & MART,683,33.75416024,-118.2922366
ROSS STORES #414,684,34.02734645,-118.3924112
SEAFOOD PARADISE,685,34.06301829,-118.0735788
BARGAIN SALES,686,34.49316897,-118.1986371
S AND K LIQUOR,687,34.22020185,-118.5533402
SEAFOOD CITY MEAT DEPT.,688,34.23547345,-118.4842875
SEAFOOD CITY SUPERMARKET,689,34.0315808,-117.9130515
SAFEWAY LIQUOR,690,34.26465769,-118.5200225
S.H LIQUOR MARKET,691,34.01093088,-118.2652271
BARLEY BIN LIQUORS,692,33.99848651,-118.0558223
SAM'S CLUB #6628 ROTTSSERIE,693,33.80468344,-118.33159
SIEVER LIQUOR,694,34.15054586,-118.4314324
SENKA GIFT SHOP,695,34.04966769,-118.2401099
SMG - MEAT DEPARTMENT,696,34.04508229,-118.4525851
SIMMONS MARKET,697,34.22192058,-118.3735479
SIGNATURE WINES & SPIRITS,698,34.01887816,-118.4563298
SHELL OIL PRODUCTS US 121181,699,34.55851548,-118.0447416
SHELL,700,34.01053847,-117.9633495
SEE'S CANDIES #74,701,33.94552362,-117.9967002
BARRANCA MOBIL,702,34.09110526,-117.8810125
SLAUSON LIQUOR,703,33.98921443,-118.3241985
SHELL CIRCLE K,704,34.10791604,-117.9734049
SLAUSON MINI MART,705,33.98702142,-118.1842303
BASEMENT KITCHEN/DRY STORAGE FAITH & FLOWER,706,34.04619927,-118.2618082
SHERMAN WAY MARKETPLACE,707,34.20102184,-118.4295142
SHELL MINI MART,708,34.03233611,-118.4528717
SHALOM KOSHER MEAT,709,34.16454466,-118.5246697
SEE'S CANDIES #86,710,34.1366884,-118.0540866
SEE'S CANDY,711,34.1537896,-118.6445907
SHORT STOP MINIMARKET,712,34.23537119,-118.4681942
SMILEY'S STOP,713,33.98205545,-118.2386765
SHINE N BRITE,714,33.94326109,-118.3525169
SANTA MONICA OIL,715,34.09079318,-118.3634985
SENKA INTERNATIONAL,716,34.04994892,-118.2417474
SEVEN DAY CHEVON,717,34.1038197,-118.3388828
SHELL ALONDRA,718,33.88724142,-118.1054154
SEE'S CANDIES #LA-49,719,34.4189367,-118.5590971
SELECTA SUPERMARKET,720,34.06882269,-118.3098128
SKIN DEEP NUTRITION,721,34.10658148,-117.8273925
SHANG LEE MARKET,722,34.06261769,-118.1155661
SMOKE VIDEO PLUS,723,34.68947372,-118.1371613
SEE'S CANDIES #44,724,33.93579112,-118.1204418
SANTA MONICA SEAFOOD,725,34.05084842,-118.2607821
SIERRA FOODS INC.,726,33.94568971,-118.216633
SEPULVEDA ARCO,727,33.82547091,-118.3547693
SHERMAN WAY MOBIL,728,34.20095551,-118.4054076
SLAUSON SHELL ETD,729,33.98887637,-118.2298938
SIMPLE SMART GOURMET,730,34.02708053,-118.3898419
SEES CANDY,731,33.98494504,-118.3956038
SILVER SKATE LIQUOR & MART,732,33.80823844,-118.3077243
SHELL FOOD MART,733,34.71838156,-118.1485651
SEPAND INVESTMENT,734,34.12377512,-118.2208485
SEE'S CANDIES #70,735,33.82815521,-118.3519119
SILVER SPUR ARCO,736,33.77690541,-118.37527
SEE'S CANDY,737,34.035814,-118.083172
ATTITUDES,738,34.4306095,-118.6034336
SEVEN DAY MINI MART,739,34.17201129,-118.374328
SEE'S CANDY,740,34.07098144,-118.3563421
SERENDIPITY #124,741,34.06156803,-118.3022586
SHERMAN WAY CEHVRON,742,34.20160999,-118.4048646
SEE'S CANDIES #76,743,33.99344547,-117.9314165
"SLAUSON OIL, INC",744,33.9891633,-118.2778796
SHAWN'S MARKET,745,33.9842563,-118.2653423
SEE'S CANDY,746,34.14352792,-118.2562741
SNACKS ON HARVARD,747,34.06317359,-118.3040778
SHERMAN OAKS UNOCAL,748,34.1582801,-118.4484983
SHELL MINI MART,749,34.05321708,-118.3762256
SEVEN STAR LIQUOR,750,33.91702074,-118.0285545
SHAHKOT MINI MARKETS,751,33.95164968,-118.0290689
SMOKE & MORE,752,33.93865824,-118.3087602
BC SNACK,753,34.03192752,-118.2500073
SHELL TEMPLE CITY,754,34.09889124,-118.0730495
SIERRA & S MOBILE,755,34.55726025,-118.1145212
SNAPPY FOOD MART AND LIQUOR,756,33.9306884,-118.3479202
SHELL FOOD MARKET,757,33.96310095,-118.4218015
SHAAN PAAL,758,34.2341394,-118.3706691
SEAFOOD CITY MARKET,759,34.07181078,-118.2914516
SIETE 7 MARKET,760,33.97917718,-118.1976634
SEOUL MEAT MARKET - MEAT MARKET,761,34.21907869,-118.2305452
SEE'S CANDIES #89,762,34.23920058,-118.5537907
SEES CANDY  84 A,763,34.20633265,-118.2038112
SO CAL SMOKE SHOP,764,34.25747453,-118.4700285
SHAHNAWAZ GROCERIES,765,33.83880883,-118.0714332
SAN DIMAS CHEVRON,766,34.10680384,-117.807414
SIMROY CHEVRON,767,34.27377615,-118.4120466
BEAT BIKE,768,34.17072432,-118.5409196
SHIRAK DELI,769,34.23902459,-118.2638442
SNACK SPOT,770,33.88347083,-118.3042222
SAM'S MARKET & LIQUOR,771,34.57990157,-118.111167
SHEIK'S CHEVRON,772,34.11448014,-118.1811349
SKAZKA,773,34.20140181,-118.5205605
SMOKE FOR LESS,774,34.09107307,-118.3677012
SHEEBA OIL AND SONS,775,33.96026863,-118.2699317
SHALBON CORP.,776,33.9765802,-118.3576522
SIERRA GAS & SCALE,777,34.6795553,-118.1337333
BEETHOVEN MARKET,778,34.00618361,-118.446303
SHELL GAS STATION,779,34.19362006,-118.370332
SHOP N GO MARKET,780,33.927039,-118.3613431
FLAGS,781,34.4306095,-118.6034336
SELAM MARKET,782,34.04927511,-118.3591793
SHELL STORE #68506,783,34.12125052,-117.9075368
SEE'S CANDIES #LA-85,784,34.18443658,-118.6061744
SKY'S GOURMET MARKET PLACE,785,33.98526536,-118.4531587
SCORPIONS 99  STORE AND UP,786,34.00296979,-118.2913231
SEE'S CANDIES - DEPARTURE,787,33.94359568,-118.4083139
SELIN FOOD BAZAAR,788,34.14721558,-118.2643333
SHELL #1,789,34.00643506,-118.1094579
SLG CRENSHAW,790,33.91614511,-118.3261358
SHYREA'S LIQUOR,791,33.94561373,-118.307927
SAMARITANA MINI MARKET,792,33.9626513,-118.2474627
SERVICIOS N & N,793,34.21972015,-118.6005867
SJ CHEVRON,794,34.24224253,-118.5362839
SHANG LEE FRESH POULTRY INC,795,34.06022734,-118.2378635
SEE'S CANDIES,796,34.19397413,-118.5538073
SHELL FOOD MART,797,34.22107203,-118.5027539
SEOUL BAKERY,798,34.05280075,-118.2974248
SAUGUS SUPERETTE,799,34.41198193,-118.5412718
SHELL #299,800,33.97490441,-118.2644339
SAOZEE MARKET,801,34.16157442,-118.5132641
SAM'S CLUB #6240 (MARKET),802,34.11515936,-117.8332246
SEE'S CANDIES #51,803,34.18347834,-118.3122467
SEXY NUTRITION,804,34.09779821,-118.3641595
SK MINI MART,805,34.05046805,-117.9341077
SERVICE LIQUOR STORE,806,34.06917139,-118.2983061
SEVEN STARS JR. MARKET / CHOYE KIM INC.,807,33.95713167,-118.3523069
SERV RITE LIQUOR & MARKET,808,33.96829253,-118.0966992
SHORT STOP #27,809,34.21505857,-118.4489642
SMOKE SHOP,810,34.5796366,-118.0762135
SHORT STOP # 22,811,34.24300023,-118.4502632
SEE'S CANDY,812,33.89551143,-118.3958964
SMART DOLLAR AND UP,813,34.0175921,-118.1578676
SEVEN STAR MINI MARKET,814,34.10602953,-117.8991175
SHAWNS LIQUOR,815,33.884031,-118.2057004
SIPAN MEAT MARKET,816,34.14294875,-118.2352766
SINCLAIR,817,34.07358837,-118.2080947
SHELL FOOD MARKET,818,33.96709276,-118.1581618
SEOUL MEAT MARKET - MAIN MARKET,819,34.21907869,-118.2305452
SMOG PROS ALHAMBRA,820,34.07565237,-118.1603015
SHANGHAI FOOD & GROVERY CO,821,34.08142196,-118.0847719
SHELL GAS STATION,822,34.23497318,-118.5888013
SEE'S CANDY SHOP #LA107,823,34.41555514,-118.4738332
SING LEE POULTRY & SEAFOOD MKT,824,33.93844839,-118.0443012
SHIRAK GROCERY & DELI,825,34.01372229,-118.1261554
SELECT GIFT,826,34.06703644,-118.3898248
SHANGHAI NOBLE FOOD USA INC,827,33.988684,-117.891113
SHORT STOP # 33,828,34.12986043,-118.3489935
SHAMROCK LIQUOR & DELI #2,829,34.57965358,-118.1034527
SEE'S CANDY,830,34.02672538,-118.4900959
SM OIL,831,33.92924536,-118.2507019
SHOUP LIQUOR,832,34.20114928,-118.6137311
SEES CANDY,833,34.07891226,-118.1139221
BETO'S MARKET,834,34.04338743,-118.3078118
SHOP RITE BROTHERS,835,33.96015971,-118.3043323
SAVE TOWN,836,33.89602763,-118.2320673
SHERMAN OAKS 76,837,34.15083332,-118.4483634
,838,34.25730522,-118.4996633
FARM MARKET,839,34.15777438,-118.4403678
SILVANA'S MINI MARKET,840,33.99287971,-118.2741052
SAMTAI TRADING CO.,841,34.07962622,-118.0928059
SILVER GLEN LIQUOR STORE,842,34.10221014,-118.2590181
SANTA FE LIQUOR,843,33.98659091,-118.2298916
SNACKMART,844,34.0306936,-118.2554034
SILVER LIQUOR MARKET,845,34.06675236,-118.2793122
SEE'S CANDY INC,846,34.02150416,-117.9575248
SFV SUPER DOLLAR,847,34.19784093,-118.606085
SNACK SHOP,848,34.15351055,-118.2551423
SMITH PHARMACY,849,34.09104401,-118.3093539
SEE'S CANDY,850,34.06003591,-118.4198835
SHANTA OILS AM PM MINI MKT,851,34.15251959,-118.36694
SHERMAN OAKS 76,852,34.15637921,-118.4488949
SAM'S MARKET,853,33.88139339,-118.2974291
SILVER CHEVRON,854,33.9162141,-118.3614754
SAM'S CLUB #6628,855,33.80468344,-118.33159
SEE'S CANDIES #2107,856,33.82166396,-118.3505242
SLAUSON GAS STATION INC.,857,33.98874388,-118.3579675
BIG 5 SPORTING #66,858,34.20262854,-118.4485351
BIG 5 SPORTING GOOD #120,859,34.07876828,-118.1166318
BIG 5 STORE,860,34.18728289,-118.5555861
BIG 5 SPORTING GOODS,861,33.9717686,-118.2340049
BIG 5 SPORTING GOODS # 15,862,33.85329829,-118.1431111
BIG 5 SPORTING GOODS # 18,863,34.00368681,-118.408695
BIG 5 SPORTING GOODS # 188,864,34.16014518,-118.5039818
BIG 5 SPORTING GOODS #002,865,33.9603049,-118.3523211
BIG 5 SPORTING GOODS #104,866,34.41894578,-118.5591294
BIG 5 SPORTING GOODS #11,867,34.06425202,-118.3713726
BIG 5 SPORTING GOODS #13,868,34.19752305,-118.605667
BIG FIVE SPORTING GOODS #137,869,33.91652159,-118.3761117
BIG 5 SPORTING GOODS #150,870,34.03968848,-118.1427489
BIG 5 SPORTING GOODS #26,871,34.07231965,-118.0239588
BIG FIVE SPORTING GOODS #27,872,33.93403452,-118.121908
BIG 5 SPORTING GOODS #273,873,34.06162644,-118.2984061
BIG 5 SPORTING GOODS #334,874,34.1476747,-118.2574488
BIG 5 SPORTIN GOODS #352,875,34.01891514,-118.3350453
BIG 5 SPORTING GOODS #414,876,34.41556152,-118.4710634
BIG 5 SPORTING GOODS #430,877,33.93183168,-118.3263218
SOCKERBIT,878,34.0714966,-118.3622819
SNACK SHOP,879,34.22869532,-118.467889
SHELL MINIMART,880,34.16087029,-118.3431566
SKY CREW STORE,881,33.85075035,-118.290486
SELAM LIQOUR,882,33.90669758,-118.1933393
SEN BARGAIN,883,33.77979928,-118.2689576
GAS & FOOD MART,884,34.08845666,-118.2867038
SMOKE N MART,885,34.68940653,-118.133974
SNACK SHOP,886,34.04338426,-118.2506793
SIERRA FOODS,887,34.01316391,-117.9234158
SEE'S CANDY SHOP,888,33.95609796,-118.128788
SERATAL,889,34.06907753,-118.294514
SEE'S CANDIES #LA55,890,34.00109323,-117.8125829
SAN PEDRO A S  MARKET,891,34.02117605,-118.261488
SANCHEZ MEAT MARKET,892,34.00828102,-118.271464
SEE'S CANDIES,893,34.02540448,-118.3723356
SIAM MINH KUIK SERVE,894,34.13184867,-118.0097151
SHELL OIL PRODUCTS,895,34.67553773,-118.1117545
SHREE KRISHNA MARKET,896,34.28278959,-118.4476529
SHALOM PRODUCE,897,34.09782492,-118.3479809
SHELL GAS STATION,898,34.09077153,-118.365034
SEVAN GAS STATION,899,34.19188536,-118.3249974
SAM'S MARKET INC.,900,33.88784792,-118.1171866
SNA GENERAL DISCOUNT & MARKET,901,33.94982165,-118.2826792
SHANG HAI ACCUPUNCTURE CLINI,902,33.98341288,-118.225344
BIG ROCK CREEK CAMP,903,34.39591527,-117.806753
SIGNAL HILL MARKET,904,33.79150044,-118.1676259
SHAPE UP LA,905,34.17251286,-118.5593814
SILVERLAKE WINE,906,34.0344366,-118.2324672
SHERMAN OAKS SHELL,907,34.16461603,-118.448898
SHELL- ARMAG PETRO,908,34.1724971,-118.2789332
SHARLEX INC.,909,34.00709737,-117.9124346
SHORT STOP,910,34.04315199,-117.8477091
SMG - FOOD MARKET,911,34.04508229,-118.4525851
SIMPLY THE BEST,912,34.30215806,-118.442707
SERVICE STATION OF THE STARS,913,34.05508002,-118.3951289
SNAPPY FOOD MART & DELI,914,33.93107914,-118.3706549
SKYLINE MARKET,915,34.19383552,-118.3653092
SHELI'S LIQUOR,916,33.95260919,-118.191518
SEVENTH DAY ADVENTIST,917,34.20135495,-118.4514983
SEEBS MARKET PLACE,918,34.02027042,-118.2854618
SIAM GROCERY WAREHOUSE,919,34.5806424,-118.084605
SLK PARAMOUNT SHELL,920,33.88883515,-118.1683503
SHARON'S GOOD EATS,921,34.05496103,-118.2443652
SHELL STATION,922,34.60187762,-118.148935
SARAH'S CARD & SNACK,923,34.05143313,-118.2661835
SHORTY MARKET,924,33.992739,-118.2564294
SKIPPERS LIQUOR STORE,925,34.221625,-118.460083
SEE'S CANDIES #26,926,33.89747928,-118.3949735
SHISHIKYAN STEPHAN,927,34.09828602,-118.3017551
SEVEN SEAS GOURMET FOODS,928,34.15052624,-118.2578762
SARA'S MARKET,929,34.05254056,-118.1888647
SEE'S CANDIES #14,930,34.601868,-118.1508722
SHOW PLACE LIQUOR,931,34.04373326,-118.3215016
SHELL MINI MART,932,34.18683218,-118.4316796
SEE'S CANDIES #LA104,933,34.12006221,-118.1501385
SKI'S LIQUOR,934,33.91679608,-118.0819426
SIMAAN MOBIL FOOD MART,935,33.92925789,-118.1617606
SIMONS MARKET,936,33.99833605,-118.47384
SK DRIVE IN DAIRY,937,34.2081789,-118.5757904
LOONEY TUNES,938,34.4306095,-118.6034336
SHORT STOP #24,939,34.14932446,-118.4310245
SHOP EASY LIQUOR,940,34.24129434,-118.2672419
SEVAN MEAT & FISH MARKET,941,34.14639624,-118.2425809
SHAMROCK LIQUOR,942,34.660013,-118.2114304
SET FOR LIFE LIQUOR,943,33.95263172,-118.3177604
SHIN SUN MEAT,944,34.05643088,-118.309242
SHERMAN OAKS CHEVRON,945,34.1511383,-118.4489849
SIMPLY WHOLESOME,946,33.9886931,-118.3545268
SEVAN MEAT MARKET,947,34.14297205,-118.2369519
SHOP & GO MINI MART,948,34.14656649,-117.908454
SNACK & ANTOJITOS VEGA'S,949,34.1297628,-117.8990392
SEE'S CANDIES #78,950,33.85109771,-118.1400222
